"","x"
"4828",19
"4829",3
"4830",14
"4831",25
"4832",17
"4833",19
"4834",25
"4835",19
"4836",2
"4837",24
"4838",8
"4839",3
"4840",2
"4841",19
"4842",25
"4843",25
"4844",24
"4845",12
"4846",24
"4847",25
"4848",3
"4849",19
"4850",18
"4851",15
"4852",18
"4853",25
"4854",3
"4855",19
"4856",20
"4857",2
"4858",2
"4859",20
"4860",3
"4861",25
"4862",19
"4863",1
"4864",2
"4865",20
"4866",5
"4867",25
"4868",1
"4869",25
"4870",10
"4871",1
"4872",25
"4873",23
"4874",20
"4875",22
"4876",20
"4877",25
"4878",25
"4879",2
"4880",3
"4881",25
"4882",17
"4883",19
"4884",20
"4885",3
"4886",25
"4887",20
"4888",2
"4889",23
"4890",25
"4891",1
"4892",19
"4893",20
"4894",25
"4895",2
"4896",20
"4897",24
"4898",25
"4899",25
"4900",19
"4901",2
"4902",25
"4903",25
"4904",24
"4905",1
"4906",25
"4907",15
"4908",2
"4909",25
"4910",2
"4911",1
"4912",19
"4913",3
"4914",23
"4915",14
"4916",14
"4917",25
"4918",19
"4919",2
"4920",25
"4921",5
"4922",25
"4923",25
"4924",5
"4925",13
"4926",25
"4927",2
"4928",25
"4929",25
"4930",3
"4931",25
"4932",25
"4933",19
"4934",21
"4935",15
"4936",21
"4937",25
"4938",24
"4939",23
"4940",5
"4941",25
"4942",25
"4943",2
"4944",25
"4945",16
"4946",17
"4947",25
"4948",25
"4949",3
"4950",2
"4951",25
"4952",25
"4953",25
"4954",16
"4955",25
"4956",15
"4957",25
"4958",3
"4959",24
"4960",24
"4961",21
"4962",3
"4963",2
"4964",2
"4965",21
"4966",15
"4967",17
"4968",25
"4969",3
"4970",2
"4971",25
"4972",25
"4973",12
"4974",23
"4975",24
"4976",2
"4977",25
"4978",24
"4979",21
"4980",17
"4981",19
"4982",7
"4983",25
"4984",3
"4985",20
"4986",24
"4987",22
"4988",25
"4989",8
"4990",25
"4991",25
"4992",24
"4993",2
"4994",24
"4995",25
"4996",1
"4997",2
"4998",25
"4999",24
"5000",2
"5001",3
"5002",25
"5003",19
"5004",25
"5005",19
"5006",25
"5007",4
"5008",2
"5009",2
"5010",21
"5011",25
"5012",25
"5013",20
"5014",3
"5015",19
"5016",25
"5017",3
"5018",25
"5019",2
"5020",25
"5021",3
"5022",25
"5023",16
"5024",19
"5025",25
"5026",6
"5027",2
"5028",25
"5029",21
"5030",25
"5031",2
"5032",6
"5033",25
"5034",3
"5035",25
"5036",25
"5037",2
"5038",25
"5039",25
"5040",24
"5041",25
"5042",25
"5043",2
"5044",7
"5045",3
"5046",12
"5047",25
"5048",3
"5049",24
"5050",25
"5051",20
"5052",24
"5053",25
"5054",21
"5055",3
"5056",25
"5057",1
"5058",25
"5059",1
"5060",25
"5061",25
"5062",1
"5063",25
"5064",25
"5065",2
"5066",1
"5067",18
"5068",25
"5069",24
"5070",24
"5071",1
"5072",25
"5073",2
"5074",9
"5075",22
"5076",2
"5077",25
"5078",24
"5079",25
"5080",25
"5081",15
"5082",11
"5083",25
"5084",25
"5085",25
"5086",25
"5087",25
"5088",24
"5089",3
"5090",1
"5091",25
"5092",20
"5093",24
"5094",25
"5095",25
"5096",3
"5097",24
"5098",11
"5099",17
"5100",16
"5101",3
"5102",25
"5103",24
"5104",25
"5105",3
"5106",25
"5107",20
"5108",25
"5109",25
"5110",2
"5111",24
"5112",4
"5113",8
"5114",1
"5115",16
"5116",25
"5117",21
"5118",25
"5119",20
"5120",3
"5121",21
"5122",3
"5123",25
"5124",25
"5125",25
"5126",25
"5127",2
"5128",16
"5129",20
"5130",12
"5131",25
"5132",1
"5133",11
"5134",24
"5135",19
"5136",25
"5137",2
"5138",25
"5139",25
"5140",25
"5141",25
"5142",20
"5143",2
"5144",25
"5145",22
"5146",25
"5147",1
"5148",4
"5149",19
"5150",14
"5151",24
"5152",5
"5153",24
"5154",19
"5155",24
"5156",16
"5157",20
"5158",3
"5159",1
"5160",24
"5161",24
"5162",5
"5163",25
"5164",1
"5165",25
"5166",25
"5167",25
"5168",15
"5169",20
"5170",17
"5171",5
"5172",24
"5173",14
"5174",3
"5175",25
"5176",25
"5177",25
"5178",1
"5179",18
"5180",3
"5181",3
"5182",25
"5183",19
"5184",12
"5185",3
"5186",5
"5187",24
"5188",25
"5189",1
"5190",22
"5191",25
"5192",24
"5193",17
"5194",18
"5195",3
"5196",25
"5197",24
"5198",1
"5199",17
"5200",14
"5201",25
"5202",3
"5203",25
"5204",20
"5205",25
"5206",25
"5207",25
"5208",20
"5209",25
"5210",24
"5211",22
"5212",14
"5213",25
"5214",2
"5215",25
"5216",20
"5217",25
"5218",25
"5219",1
"5220",1
"5221",19
"5222",1
"5223",8
"5224",11
"5225",3
"5226",25
"5227",22
"5228",25
"5229",25
"5230",1
"5231",21
"5232",3
"5233",25
"5234",25
"5235",2
"5236",25
"5237",25
"5238",20
"5239",25
"5240",15
"5241",25
"5242",1
"5243",1
"5244",2
"5245",19
"5246",2
"5247",1
"5248",3
"5249",5
"5250",21
"5251",25
"5252",24
"5253",3
"5254",2
"5255",25
"5256",14
"5257",2
"5258",2
"5259",24
"5260",19
"5261",25
"5262",3
"5263",25
"5264",25
"5265",1
"5266",15
"5267",25
"5268",25
"5269",25
"5270",25
"5271",3
"5272",25
"5273",25
"5274",19
"5275",4
"5276",25
"5277",2
"5278",24
"5279",25
"5280",3
"5281",9
"5282",25
"5283",2
"5284",3
"5285",25
"5286",20
"5287",3
"5288",1
"5289",24
"5290",25
"5291",25
"5292",15
"5293",2
"5294",25
"5295",18
"5296",2
"5297",24
"5298",25
"5299",1
"5300",3
"5301",16
"5302",25
"5303",25
"5304",25
"5305",25
"5306",25
"5307",2
"5308",3
"5309",25
"5310",24
"5311",18
"5312",25
"5313",25
"5314",1
"5315",25
"5316",25
"5317",3
"5318",2
"5319",19
"5320",25
"5321",19
"5322",15
"5323",3
"5324",25
"5325",2
"5326",25
"5327",2
"5328",25
"5329",2
"5330",2
"5331",25
"5332",1
"5333",6
"5334",21
"5335",25
"5336",3
"5337",11
"5338",25
"5339",2
"5340",25
"5341",1
"5342",17
"5343",25
"5344",8
"5345",25
"5346",1
"5347",2
"5348",3
"5349",25
"5350",9
"5351",24
"5352",25
"5353",25
"5354",4
"5355",25
"5356",24
"5357",3
"5358",25
"5359",25
"5360",25
"5361",25
"5362",25
"5363",25
"5364",6
"5365",24
"5366",18
"5367",25
"5368",2
"5369",1
"5370",23
"5371",2
"5372",25
"5373",25
"5374",1
"5375",25
"5376",25
"5377",3
"5378",25
"5379",22
"5380",3
"5381",25
"5382",19
"5383",25
"5384",15
"5385",1
"5386",19
"5387",25
"5388",25
"5389",25
"5390",25
"5391",25
"5392",15
"5393",25
"5394",19
"5395",2
"5396",18
"5397",2
"5398",1
"5399",25
"5400",25
"5401",2
"5402",2
"5403",25
"5404",20
"5405",24
"5406",24
"5407",3
"5408",4
"5409",20
"5410",24
"5411",2
"5412",17
"5413",24
"5414",25
"5415",2
"5416",25
"5417",25
"5418",25
"5419",25
"5420",25
"5421",21
"5422",1
"5423",2
"5424",25
"5425",25
"5426",25
"5427",25
"5428",2
"5429",25
"5430",3
"5431",25
"5432",25
"5433",21
"5434",25
"5435",18
"5436",17
"5437",25
"5438",3
"5439",4
"5440",3
"5441",24
"5442",2
"5443",19
"5444",25
"5445",16
"5446",2
"5447",3
"5448",1
"5449",9
"5450",25
"5451",2
"5452",2
"5453",25
"5454",25
"5455",25
"5456",5
"5457",17
"5458",3
"5459",2
"5460",14
"5461",2
"5462",2
"5463",25
"5464",25
"5465",9
"5466",2
"5467",2
"5468",25
"5469",6
"5470",17
"5471",24
"5472",1
"5473",3
"5474",19
"5475",24
"5476",17
"5477",24
"5478",2
"5479",25
"5480",4
"5481",22
"5482",15
"5483",25
"5484",25
"5485",25
"5486",25
"5487",25
"5488",15
"5489",25
"5490",25
"5491",21
"5492",25
"5493",3
"5494",25
"5495",19
"5496",2
"5497",25
"5498",2
"5499",25
