"","assig.vecU","assig.vecC","assig.vecAr","assig.vecAm","assig.vecT"
"3046",25,25,25,10,7
"3047",9,9,9,8,20
"3048",2,25,6,21,3
"3049",7,20,20,14,17
"3050",7,14,14,6,1
"3051",7,14,16,20,19
"3052",18,22,22,6,16
"3053",18,18,9,4,20
"3054",25,25,25,16,11
"3055",20,14,3,11,25
"3056",20,20,20,16,20
"3057",7,13,22,5,19
"3058",18,19,20,7,22
"3059",1,17,1,4,14
"3060",20,20,20,21,2
"3061",15,17,17,6,11
"3062",18,11,21,9,14
"3063",15,1,1,21,6
"3064",2,8,8,10,20
"3065",20,20,20,20,5
"3066",7,11,20,15,16
"3067",2,10,3,5,3
"3068",20,16,8,23,6
"3069",20,24,23,24,11
"3070",2,8,3,21,3
"3071",2,3,3,19,3
"3072",7,6,16,10,20
"3073",2,14,23,23,6
"3074",18,9,21,9,3
"3075",11,11,24,6,7
"3076",15,1,8,3,20
"3077",2,2,9,3,22
"3078",20,13,23,24,24
"3079",20,13,13,11,8
"3080",20,20,20,20,22
"3081",18,6,14,5,16
"3082",20,20,15,10,20
"3083",2,2,6,13,20
"3084",9,21,24,8,20
"3085",18,22,20,11,7
"3086",18,15,20,8,3
"3087",14,14,20,17,18
"3088",7,8,20,12,20
"3089",9,19,22,4,22
"3090",18,24,9,15,9
"3091",18,14,14,15,10
"3092",15,13,14,12,5
"3093",14,14,20,3,8
"3094",18,8,4,17,4
"3095",18,14,20,20,2
"3096",18,20,20,7,3
"3097",2,3,3,11,6
"3098",2,22,25,3,20
"3099",20,20,20,3,1
"3100",2,19,17,12,20
"3101",18,11,17,20,24
"3102",2,5,17,15,1
"3103",3,3,3,23,9
"3104",2,14,15,24,3
"3105",7,13,22,22,4
"3106",2,16,16,15,21
"3107",10,10,3,1,5
"3108",7,7,7,22,4
"3109",9,15,24,17,23
"3110",2,11,9,6,17
"3111",2,10,3,14,13
"3112",2,8,20,3,1
"3113",25,25,25,9,4
"3114",3,3,3,8,8
"3115",7,20,22,20,8
"3116",7,5,5,20,4
"3117",7,15,23,3,3
"3118",15,13,14,9,14
"3119",15,23,20,1,14
"3120",15,9,1,23,10
"3121",15,9,17,2,3
"3122",9,9,8,14,19
"3123",18,7,11,2,25
"3124",12,17,8,9,12
"3125",4,6,6,5,3
"3126",15,1,8,22,24
"3127",9,11,11,7,21
"3128",2,16,16,20,1
"3129",2,4,4,21,4
"3130",7,20,20,8,20
"3131",2,13,8,16,6
"3132",21,3,3,3,22
"3133",16,16,4,23,24
"3134",22,22,20,23,9
"3135",7,21,21,14,25
"3136",18,11,17,4,14
"3137",18,11,11,3,10
"3138",20,24,20,3,15
"3139",2,16,6,25,3
"3140",25,22,22,20,12
"3141",2,7,16,6,20
"3142",2,2,2,14,10
"3143",18,23,14,17,8
"3144",18,12,12,18,24
"3145",18,17,9,22,11
"3146",2,14,3,24,14
"3147",7,23,20,8,19
"3148",9,11,24,17,24
"3149",18,1,10,9,20
"3150",18,20,22,7,7
"3151",12,8,5,20,14
"3152",10,10,10,3,14
"3153",2,6,6,20,20
"3154",2,20,16,18,18
"3155",2,4,4,19,14
"3156",12,1,5,3,2
"3157",9,9,9,3,15
"3158",7,5,5,23,14
"3159",18,15,22,8,20
"3160",16,23,23,20,17
"3161",18,3,6,15,6
"3162",10,3,3,23,7
"3163",20,22,22,3,14
"3164",2,2,3,15,11
"3165",7,23,20,11,16
"3166",2,22,21,14,23
"3167",7,20,20,3,15
"3168",7,20,20,18,22
"3169",2,4,6,6,6
"3170",18,11,11,20,20
"3171",2,3,3,8,18
"3172",18,21,11,9,16
"3173",18,22,25,10,15
"3174",2,3,23,16,22
"3175",15,17,17,23,11
"3176",20,20,20,1,25
"3177",7,3,3,7,6
"3178",7,20,16,16,6
"3179",2,15,22,24,6
"3180",18,9,9,20,11
"3181",18,21,20,22,20
"3182",7,16,16,9,9
"3183",2,3,3,14,6
"3184",2,3,3,3,6
"3185",2,10,3,15,14
"3186",2,21,10,22,11
"3187",18,20,5,1,5
"3188",21,6,6,14,16
"3189",2,10,6,11,22
"3190",2,17,17,18,4
"3191",24,24,24,19,20
"3192",2,22,20,3,20
"3193",2,24,2,16,22
"3194",16,16,16,15,24
"3195",1,1,1,14,8
"3196",7,5,4,5,20
"3197",7,12,14,4,1
"3198",18,17,1,7,23
"3199",18,16,14,3,4
"3200",17,1,1,14,6
"3201",18,17,17,16,16
"3202",12,1,1,10,14
"3203",18,24,9,10,1
"3204",2,22,4,22,22
"3205",18,1,18,3,14
"3206",18,10,3,9,17
"3207",25,25,25,18,11
"3208",2,4,4,24,23
"3209",21,16,16,20,16
"3210",2,4,4,9,12
"3211",21,21,21,19,22
"3212",1,1,9,3,2
"3213",18,6,16,8,4
"3214",12,17,20,6,17
"3215",2,21,21,5,17
"3216",12,12,9,15,9
"3217",20,20,20,6,4
"3218",12,17,8,21,1
"3219",7,14,22,22,8
"3220",18,17,16,16,6
"3221",25,24,3,19,17
"3222",18,3,3,12,8
"3223",2,11,21,8,20
"3224",7,21,21,15,4
"3225",2,3,3,20,6
"3226",4,4,4,8,20
"3227",2,8,20,4,23
"3228",20,14,14,11,2
"3229",15,8,17,10,10
"3230",2,5,15,18,1
"3231",2,9,20,8,6
"3232",9,4,21,7,15
"3233",18,25,5,17,21
"3234",18,11,17,12,22
"3235",25,16,16,4,3
"3236",20,5,20,8,25
"3237",11,11,24,18,20
"3238",12,12,9,25,14
"3239",2,12,8,16,6
"3240",2,7,16,6,4
"3241",2,11,14,8,20
"3242",2,21,21,16,20
"3243",18,1,3,22,3
"3244",20,13,8,3,24
"3245",11,15,11,15,3
"3246",11,11,11,3,16
"3247",7,16,4,8,19
"3248",7,22,16,2,8
"3249",2,15,3,14,20
"3250",20,6,14,9,3
"3251",12,8,8,19,18
"3252",4,4,3,16,3
"3253",2,10,10,16,25
"3254",2,3,3,24,16
"3255",2,15,21,11,3
"3256",18,10,15,20,12
"3257",2,8,8,3,15
"3258",4,6,4,9,17
"3259",20,6,6,18,3
"3260",18,19,20,8,22
"3261",2,25,16,4,18
"3262",25,4,5,14,17
"3263",2,9,20,25,7
"3264",2,2,2,21,16
"3265",18,17,20,18,5
"3266",20,20,20,24,4
"3267",18,16,3,1,10
"3268",18,15,20,24,18
"3269",20,22,17,4,8
"3270",18,22,20,22,22
"3271",2,24,14,8,3
"3272",20,20,20,22,20
"3273",15,11,8,9,23
"3274",2,14,14,13,8
"3275",7,22,22,14,23
"3276",2,25,7,3,14
"3277",20,14,20,1,14
"3278",2,21,16,21,20
"3279",9,6,6,20,16
"3280",3,3,3,4,4
"3281",24,24,24,17,20
"3282",18,18,18,9,10
"3283",18,17,17,6,4
"3284",18,18,9,3,22
"3285",3,3,3,3,9
"3286",25,25,25,6,3
"3287",2,3,3,22,12
"3288",18,22,23,14,25
"3289",2,25,2,19,11
"3290",2,14,14,20,4
"3291",2,5,5,24,4
"3292",15,23,14,10,17
"3293",15,1,17,11,14
"3294",18,20,19,4,20
"3295",2,3,3,6,20
"3296",20,23,15,20,20
"3297",18,8,14,10,1
"3298",21,21,20,20,18
"3299",18,7,3,6,17
"3300",2,3,3,25,22
"3301",2,3,3,25,5
"3302",2,14,14,17,14
"3303",2,22,4,20,4
"3304",18,11,22,7,14
"3305",2,14,24,23,23
"3306",10,10,21,19,25
"3307",18,15,17,22,23
"3308",7,16,16,15,13
"3309",20,20,20,22,14
"3310",18,20,17,21,16
"3311",18,17,14,8,9
"3312",20,16,16,14,14
"3313",18,19,24,3,1
"3314",12,9,5,15,2
"3315",20,22,24,3,3
"3316",15,12,15,20,6
"3317",20,20,20,20,12
"3318",1,1,9,3,5
"3319",7,13,14,4,22
"3320",18,17,17,6,15
"3321",20,3,20,5,15
"3322",7,6,6,8,8
"3323",7,16,16,1,16
"3324",9,9,17,21,1
"3325",2,3,3,11,17
"3326",2,5,16,1,11
"3327",2,14,21,22,20
"3328",18,25,25,8,22
"3329",9,9,9,19,14
"3330",7,4,5,17,8
"3331",9,17,17,18,20
"3332",15,11,8,22,8
"3333",18,8,1,17,1
"3334",18,22,20,20,12
"3335",2,14,3,20,22
"3336",10,16,16,14,22
"3337",7,20,22,18,16
"3338",21,16,16,3,11
"3339",18,24,5,11,1
"3340",9,14,8,17,21
"3341",25,16,22,22,10
"3342",10,10,3,3,8
"3343",18,17,17,4,22
"3344",16,16,22,8,14
"3345",12,12,9,5,20
"3346",12,8,8,25,22
"3347",7,14,14,8,20
"3348",17,17,8,19,25
"3349",7,14,14,23,4
"3350",20,13,14,11,6
"3351",2,3,4,2,15
"3352",7,4,20,4,17
"3353",2,9,9,15,1
"3354",2,6,10,12,13
"3355",21,6,6,13,8
"3356",7,5,20,15,20
"3357",20,22,20,8,20
"3358",7,14,14,16,8
"3359",7,20,15,1,4
"3360",2,8,20,24,5
"3361",2,12,9,6,12
"3362",9,14,9,3,11
"3363",3,3,25,5,17
"3364",2,11,9,18,20
"3365",21,22,22,7,23
"3366",10,10,10,22,15
"3367",21,21,10,6,13
"3368",7,6,6,14,15
"3369",12,12,12,3,4
"3370",9,9,20,15,22
"3371",18,5,1,4,3
"3372",12,1,1,8,16
"3373",15,13,8,3,16
"3374",18,17,17,3,4
"3375",2,5,4,1,3
"3376",15,9,1,20,20
"3377",15,17,17,20,1
"3378",18,17,17,25,2
"3379",2,20,3,9,11
"3380",2,1,9,16,16
"3381",2,3,3,13,17
"3382",2,22,10,3,15
"3383",2,20,20,16,22
"3384",2,8,8,7,16
"3385",19,19,20,13,13
"3386",2,16,16,21,23
"3387",2,2,20,4,20
"3388",2,20,14,24,1
"3389",2,3,3,17,25
"3390",21,21,16,20,2
"3391",2,20,20,20,16
"3392",20,20,20,24,16
"3393",11,11,20,1,17
"3394",2,14,16,15,5
"3395",20,16,22,6,1
"3396",2,16,16,20,11
"3397",20,20,20,20,17
"3398",21,10,16,3,20
"3399",17,1,1,22,5
"3400",12,17,17,20,20
"3401",9,4,9,4,20
"3402",18,17,1,5,7
"3403",3,3,3,11,6
"3404",11,22,14,3,16
"3405",15,15,17,4,22
"3406",15,8,1,3,16
"3407",18,1,16,24,3
"3408",7,20,22,24,6
"3409",7,25,20,25,21
"3410",21,6,8,4,20
"3411",12,17,18,20,10
"3412",2,13,6,17,21
"3413",2,6,3,20,10
"3414",2,4,3,14,17
"3415",24,24,24,3,14
"3416",21,23,3,13,19
"3417",9,9,15,16,4
"3418",3,3,3,3,3
"3419",3,3,5,22,5
"3420",2,4,21,3,11
"3421",2,3,3,24,20
"3422",20,22,20,25,15
"3423",2,1,1,7,10
"3424",15,9,9,8,11
"3425",3,3,3,7,15
"3426",9,24,24,17,24
"3427",2,18,18,15,9
"3428",18,9,8,1,24
"3429",15,19,11,20,4
"3430",2,3,3,22,1
"3431",18,17,17,3,15
"3432",18,19,14,18,14
"3433",25,1,7,9,18
"3434",10,10,16,5,3
"3435",18,13,13,25,20
"3436",2,14,5,20,1
"3437",2,9,6,22,16
"3438",2,3,3,14,23
"3439",18,19,10,1,1
"3440",2,2,8,3,9
"3441",7,5,4,20,4
"3442",22,22,22,22,25
"3443",20,20,20,21,4
"3444",7,13,15,8,20
"3445",21,23,6,8,24
"3446",18,18,24,25,16
"3447",20,20,20,17,24
"3448",7,20,3,3,14
"3449",2,14,20,17,5
"3450",9,5,8,2,20
"3451",15,1,9,17,3
"3452",25,11,25,2,13
"3453",15,15,11,6,4
"3454",20,20,20,10,10
"3455",9,6,6,5,22
"3456",3,3,3,14,2
"3457",1,1,1,20,16
"3458",2,3,4,20,3
"3459",20,20,20,1,2
"3460",2,22,22,4,20
"3461",7,20,23,25,20
"3462",2,24,23,14,18
"3463",2,22,22,6,21
"3464",2,14,20,4,24
"3465",7,20,20,8,1
"3466",7,20,23,24,9
"3467",25,4,25,2,1
"3468",18,23,23,23,21
"3469",25,22,24,22,3
"3470",21,23,14,5,12
"3471",7,20,20,19,12
"3472",2,4,6,6,4
"3473",18,3,3,24,12
"3474",2,16,3,22,5
"3475",2,20,16,5,20
"3476",18,19,24,15,21
"3477",18,18,16,14,2
"3478",15,20,20,22,20
"3479",21,21,11,3,24
"3480",4,4,9,8,3
"3481",18,11,17,9,1
"3482",2,8,17,5,20
"3483",18,13,8,24,16
"3484",7,5,6,8,1
"3485",7,24,14,21,20
"3486",2,20,20,18,22
"3487",15,18,17,22,4
"3488",4,4,11,25,20
"3489",2,3,3,3,16
"3490",15,15,15,3,10
"3491",20,20,20,3,16
"3492",12,12,17,16,20
"3493",9,9,9,24,6
"3494",20,20,20,7,21
"3495",20,20,20,3,21
"3496",2,25,4,24,20
"3497",2,5,5,3,11
"3498",15,23,23,19,22
"3499",15,18,18,6,20
"3500",21,6,6,3,20
"3501",12,1,1,17,19
"3502",2,5,5,10,20
"3503",7,8,1,20,8
"3504",18,8,20,8,11
"3505",20,20,20,20,20
"3506",2,3,23,20,15
"3507",15,9,9,3,10
"3508",20,17,17,3,20
"3509",20,7,22,4,24
"3510",7,14,4,1,23
"3511",20,7,3,25,22
"3512",2,24,20,13,23
"3513",7,23,22,23,11
"3514",22,22,3,16,17
"3515",20,22,25,3,14
"3516",7,23,11,22,13
"3517",25,25,22,22,4
"3518",20,20,20,3,3
"3519",20,24,14,10,24
"3520",18,8,8,24,22
"3521",18,6,20,12,6
"3522",7,6,6,13,11
"3523",21,15,3,1,1
"3524",9,11,9,22,20
"3525",18,1,17,22,21
"3526",18,1,1,8,20
"3527",18,1,1,3,20
"3528",15,19,8,10,10
"3529",15,1,8,5,4
"3530",24,19,24,5,24
"3531",18,18,18,8,4
"3532",2,22,14,14,16
"3533",7,13,22,3,4
"3534",15,23,23,21,24
"3535",7,22,4,17,23
"3536",2,14,21,3,16
"3537",20,20,20,9,24
"3538",20,20,20,3,1
"3539",21,21,21,4,1
"3540",20,5,5,8,11
"3541",15,19,20,22,14
"3542",12,8,8,18,4
"3543",18,18,18,20,23
"3544",18,18,18,3,4
"3545",18,16,24,15,20
"3546",18,20,20,8,11
"3547",2,3,3,17,17
"3548",18,22,20,20,1
"3549",18,2,2,3,15
"3550",2,25,21,13,2
"3551",2,2,3,8,8
"3552",18,18,1,10,6
"3553",2,2,9,10,6
"3554",15,20,20,11,25
"3555",18,3,3,23,20
"3556",2,21,21,6,3
"3557",2,7,5,12,19
"3558",15,12,9,22,4
"3559",20,20,20,19,1
"3560",8,8,17,8,3
"3561",18,22,16,16,3
"3562",20,5,24,4,17
"3563",7,6,14,7,9
"3564",3,3,3,21,3
"3565",21,21,21,8,20
"3566",20,20,20,16,20
"3567",2,6,4,10,20
"3568",7,6,16,18,19
"3569",3,3,3,20,14
"3570",2,21,3,13,9
"3571",2,1,3,8,4
"3572",18,8,4,11,6
"3573",2,14,4,24,8
"3574",20,24,20,10,11
"3575",2,20,20,11,20
"3576",2,3,3,15,14
"3577",3,3,3,20,21
"3578",18,21,24,17,16
"3579",7,3,10,3,8
"3580",2,6,4,4,16
"3581",20,20,20,24,24
"3582",2,7,16,22,20
"3583",2,21,21,10,4
"3584",3,3,3,25,17
"3585",2,20,24,3,17
"3586",18,17,9,16,13
"3587",18,5,24,25,23
"3588",20,20,20,15,8
"3589",2,24,3,6,10
"3590",18,15,24,3,8
"3591",2,18,20,16,23
"3592",16,16,16,14,16
"3593",2,2,16,24,17
"3594",7,3,3,20,4
"3595",21,21,21,21,3
"3596",2,4,16,3,4
"3597",25,17,25,16,3
"3598",2,4,4,6,14
"3599",20,20,20,11,4
"3600",7,25,25,4,8
"3601",25,25,3,23,2
"3602",15,17,17,20,22
"3603",2,1,1,22,22
"3604",2,3,3,14,4
"3605",18,21,18,21,16
"3606",7,4,4,17,17
"3607",2,3,3,16,19
"3608",2,10,10,4,10
"3609",2,11,20,20,20
"3610",2,19,10,5,18
"3611",2,10,5,17,22
"3612",2,6,14,1,20
"3613",20,20,20,14,3
"3614",20,20,20,23,4
"3615",20,22,3,16,16
"3616",11,11,24,25,22
"3617",25,24,3,21,12
"3618",7,15,20,10,14
"3619",2,11,11,4,22
"3620",12,11,18,11,16
"3621",20,21,22,15,21
"3622",7,20,22,9,9
"3623",18,24,24,20,11
"3624",2,16,16,13,7
"3625",20,22,20,10,20
"3626",15,11,12,5,6
"3627",18,11,24,20,20
"3628",20,22,20,9,1
"3629",18,18,20,1,14
"3630",18,19,9,17,4
"3631",2,16,4,23,10
"3632",2,20,20,16,5
"3633",18,18,18,8,15
"3634",15,9,24,1,10
"3635",18,18,17,22,17
"3636",21,24,3,13,25
"3637",20,22,20,3,20
"3638",25,25,25,13,1
"3639",2,23,25,12,5
"3640",2,21,16,20,12
"3641",18,13,13,24,22
"3642",9,9,9,22,15
"3643",18,14,14,4,24
"3644",7,4,4,1,11
"3645",18,3,3,17,8
"3646",2,4,9,10,5
"3647",18,1,1,9,17
"3648",2,2,3,22,20
"3649",15,19,20,2,17
"3650",25,1,10,19,16
"3651",2,3,8,14,7
"3652",25,22,22,24,20
"3653",18,22,17,14,20
"3654",2,16,16,6,5
"3655",18,23,20,7,19
"3656",22,22,22,15,6
"3657",24,24,22,14,1
"3658",2,2,20,1,17
"3659",20,24,20,1,24
"3660",2,20,20,16,21
"3661",2,20,20,20,20
"3662",2,5,8,16,20
"3663",2,5,8,14,19
"3664",15,11,11,3,22
"3665",17,17,17,7,6
"3666",15,17,19,20,6
"3667",15,8,17,9,9
"3668",20,20,20,24,25
"3669",15,20,20,9,21
"3670",18,11,20,1,19
"3671",2,14,4,2,22
"3672",7,7,6,20,2
"3673",2,2,2,4,22
"3674",21,22,14,14,10
"3675",7,21,21,20,2
"3676",2,3,3,13,20
"3677",3,3,3,9,2
"3678",10,6,6,3,20
"3679",15,9,17,23,10
"3680",7,16,16,2,19
"3681",18,24,20,16,9
"3682",9,3,3,25,10
"3683",7,16,14,22,20
"3684",20,20,20,6,20
"3685",20,16,20,16,8
"3686",21,22,16,12,3
"3687",7,20,15,14,17
"3688",18,23,23,17,1
"3689",20,20,20,16,20
"3690",17,19,17,11,16
"3691",18,16,17,24,18
"3692",18,16,13,20,24
"3693",2,14,16,3,9
"3694",18,24,24,14,20
"3695",15,13,19,14,1
"3696",2,21,22,9,14
"3697",2,4,3,13,17
"3698",20,20,20,1,4
"3699",25,25,25,15,22
"3700",15,9,9,20,3
"3701",9,8,15,16,7
"3702",1,1,8,11,4
"3703",18,24,20,9,4
"3704",18,19,3,16,24
"3705",10,6,6,20,24
"3706",9,1,1,14,17
"3707",18,22,20,15,3
"3708",7,15,20,6,11
"3709",12,8,17,22,22
"3710",18,17,17,22,5
"3711",2,4,4,6,2
"3712",16,16,16,2,12
"3713",3,5,5,22,16
"3714",2,20,23,3,18
"3715",9,14,15,17,13
"3716",16,16,16,2,16
"3717",2,22,16,19,12
"3718",14,14,14,1,6
"3719",18,11,24,14,17
"3720",18,17,6,8,13
"3721",12,11,8,23,6
"3722",18,3,3,3,11
"3723",7,12,20,22,3
"3724",7,4,22,6,25
"3725",2,1,8,3,14
"3726",9,17,17,4,16
"3727",18,18,9,6,21
"3728",18,20,20,16,16
"3729",20,20,20,1,10
"3730",12,9,9,22,4
"3731",15,16,15,3,17
"3732",10,10,6,10,16
"3733",2,16,16,4,17
"3734",2,23,5,2,8
"3735",2,6,6,4,9
"3736",2,21,21,4,20
"3737",2,3,3,8,5
"3738",2,15,3,22,21
"3739",7,14,14,18,16
"3740",18,23,14,23,15
"3741",2,2,8,10,22
"3742",2,20,20,20,11
"3743",7,16,4,25,24
"3744",2,20,20,15,15
"3745",17,17,17,6,1
"3746",2,10,3,5,3
"3747",25,25,25,3,8
"3748",18,14,14,13,22
"3749",17,17,17,3,20
"3750",2,17,17,22,20
"3751",2,2,3,5,1
"3752",2,21,16,18,22
"3753",3,3,3,4,8
"3754",20,20,9,16,16
"3755",15,17,20,14,4
"3756",21,16,3,12,3
"3757",2,20,23,10,23
"3758",16,16,16,4,20
"3759",18,6,6,7,20
"3760",2,6,6,23,20
"3761",25,25,3,3,24
"3762",2,15,20,22,6
"3763",16,16,16,15,3
"3764",4,7,8,5,6
"3765",25,22,22,23,20
"3766",18,14,14,24,11
"3767",2,3,4,22,11
"3768",18,17,17,19,11
"3769",21,6,17,22,14
"3770",20,12,20,11,21
"3771",18,9,9,14,21
"3772",8,8,8,12,20
"3773",18,11,11,23,14
"3774",14,14,14,16,22
"3775",7,7,6,13,22
"3776",15,12,18,7,5
"3777",7,22,13,5,11
"3778",18,15,12,21,4
"3779",12,12,8,24,1
"3780",2,20,22,16,3
"3781",3,3,22,20,17
"3782",7,14,15,22,3
"3783",7,5,4,20,22
"3784",15,6,15,6,4
"3785",2,2,3,16,8
"3786",20,8,4,22,23
"3787",20,20,20,5,17
"3788",2,4,4,3,14
"3789",10,14,14,3,16
"3790",22,22,23,3,24
"3791",18,6,14,9,1
"3792",2,9,20,10,23
"3793",18,17,16,6,4
"3794",18,11,11,9,10
"3795",15,9,9,1,4
"3796",2,20,16,13,9
"3797",20,5,5,8,3
"3798",18,8,19,21,20
"3799",17,17,17,3,23
"3800",2,8,20,4,14
"3801",2,22,14,12,22
"3802",3,3,3,4,14
"3803",3,3,22,8,20
"3804",7,16,16,14,10
"3805",15,17,8,15,22
"3806",1,1,4,8,4
"3807",18,17,9,23,13
"3808",20,14,14,10,4
"3809",20,20,20,16,16
"3810",2,6,3,4,7
"3811",2,20,22,8,22
"3812",18,23,5,1,9
"3813",18,17,20,4,17
"3814",20,17,17,8,14
"3815",20,20,20,5,11
"3816",12,9,9,9,20
"3817",15,5,5,9,22
"3818",15,13,19,15,16
"3819",2,3,3,13,20
"3820",2,23,14,6,11
"3821",9,11,8,3,7
"3822",2,21,6,8,17
"3823",12,12,19,1,12
"3824",9,13,8,6,3
"3825",18,23,17,14,25
"3826",12,13,19,3,20
"3827",11,11,11,24,14
"3828",9,9,8,14,24
"3829",2,16,16,20,20
"3830",2,3,3,10,22
"3831",18,22,14,24,23
"3832",2,20,21,3,18
"3833",18,23,14,11,5
"3834",20,3,3,15,16
"3835",20,14,15,22,16
"3836",2,13,22,22,20
"3837",7,13,22,1,17
"3838",2,21,25,17,25
"3839",18,9,9,23,10
"3840",18,14,14,20,23
"3841",12,1,17,21,20
"3842",20,20,20,5,23
"3843",15,20,20,7,18
"3844",2,16,7,20,11
"3845",2,4,4,17,4
"3846",20,24,24,24,3
"3847",17,17,17,22,10
"3848",7,16,4,17,22
"3849",18,18,20,3,11
"3850",7,21,16,14,22
"3851",18,20,20,2,14
"3852",20,5,5,17,3
"3853",18,21,10,16,16
"3854",18,15,22,10,11
"3855",4,7,3,4,4
"3856",2,23,20,8,4
"3857",2,20,20,9,14
"3858",18,21,16,6,11
"3859",20,14,20,16,1
"3860",20,23,23,1,3
"3861",18,17,8,4,15
"3862",2,2,3,18,25
"3863",20,16,20,22,3
"3864",7,13,20,14,13
"3865",18,15,11,6,20
"3866",20,15,20,22,5
"3867",2,5,8,17,3
"3868",2,4,2,10,16
"3869",7,3,3,2,20
"3870",2,3,16,16,22
"3871",10,10,3,20,20
"3872",3,3,3,5,1
"3873",2,10,10,1,1
"3874",25,25,24,23,20
"3875",18,1,18,18,24
"3876",7,24,15,7,17
"3877",18,22,20,20,21
"3878",7,24,14,1,15
"3879",20,20,20,19,1
"3880",20,22,22,1,22
"3881",7,15,14,10,10
"3882",18,16,20,14,20
"3883",15,17,8,3,2
"3884",7,20,20,9,16
"3885",2,1,20,21,18
"3886",2,3,3,7,6
"3887",20,24,20,21,6
"3888",22,23,25,14,14
"3889",21,16,16,6,20
"3890",20,20,20,19,11
"3891",18,4,8,20,16
"3892",20,20,20,9,3
"3893",25,5,24,13,24
"3894",25,25,25,8,8
"3895",18,18,15,3,16
"3896",18,8,8,16,21
"3897",7,21,16,14,2
"3898",20,23,23,8,10
"3899",9,9,8,24,11
"3900",2,4,3,3,22
"3901",2,8,8,20,14
"3902",16,16,3,1,22
"3903",15,1,1,22,4
"3904",11,23,8,3,17
"3905",18,18,11,24,20
"3906",12,18,11,14,16
"3907",17,17,8,20,4
"3908",12,11,1,5,23
"3909",15,20,17,8,20
"3910",3,3,3,8,9
"3911",25,7,16,17,14
"3912",18,18,18,5,4
"3913",2,4,6,10,3
"3914",18,11,24,17,21
"3915",2,10,3,3,14
"3916",2,20,14,9,3
"3917",2,11,11,14,20
"3918",15,20,20,21,6
"3919",2,15,5,14,23
"3920",15,24,11,3,8
"3921",2,3,3,4,20
"3922",18,16,14,24,22
"3923",2,20,20,9,16
"3924",25,25,16,9,16
"3925",20,20,20,16,14
"3926",25,25,20,10,14
"3927",18,3,3,3,7
"3928",2,3,3,14,3
"3929",2,2,9,4,13
"3930",2,4,3,24,23
"3931",2,20,23,15,15
"3932",18,22,20,23,20
"3933",20,11,20,17,4
"3934",20,24,20,24,18
"3935",7,14,22,4,4
"3936",7,5,4,3,9
"3937",17,17,24,20,11
"3938",21,11,21,1,20
"3939",9,16,14,3,22
"3940",20,23,23,20,5
"3941",2,4,4,9,13
"3942",2,20,20,3,23
"3943",18,19,20,14,19
"3944",15,17,24,1,22
"3945",12,12,11,13,3
"3946",2,15,15,22,16
"3947",18,15,20,19,6
"3948",7,14,14,9,8
"3949",11,11,11,21,18
"3950",2,21,21,5,17
"3951",7,20,6,21,22
"3952",2,6,16,10,4
"3953",20,22,20,10,23
"3954",25,25,1,13,20
"3955",7,20,23,10,11
"3956",7,20,20,16,20
"3957",9,11,9,13,20
"3958",20,20,20,4,2
"3959",7,14,14,6,21
"3960",18,8,8,16,16
"3961",25,16,16,21,15
"3962",2,4,2,12,3
"3963",4,4,4,17,17
"3964",18,18,18,16,25
"3965",2,20,14,8,16
"3966",10,10,3,20,24
"3967",2,3,3,25,18
"3968",12,12,17,8,8
"3969",20,20,20,20,22
"3970",18,19,20,21,18
"3971",20,8,20,20,20
"3972",2,20,16,10,17
"3973",2,13,8,2,13
"3974",18,16,20,20,20
"3975",2,1,1,14,14
"3976",7,15,22,3,1
"3977",15,19,20,11,5
"3978",18,8,13,21,20
"3979",4,4,5,17,22
"3980",20,24,20,20,5
"3981",9,8,9,7,21
"3982",2,8,6,25,23
"3983",20,14,20,24,14
"3984",20,4,3,14,8
"3985",18,4,3,1,22
"3986",20,16,20,18,20
"3987",7,3,3,13,3
"3988",7,10,14,20,22
"3989",20,15,20,23,18
"3990",18,4,4,6,3
"3991",18,15,17,12,20
"3992",7,5,5,8,6
"3993",7,4,22,8,16
"3994",12,11,20,11,22
"3995",2,15,20,10,16
"3996",2,8,20,8,20
"3997",18,16,6,16,19
"3998",18,11,8,11,9
"3999",18,14,14,3,17
"4000",3,3,3,21,14
"4001",2,25,3,20,25
"4002",2,13,8,10,16
"4003",15,20,14,4,9
"4004",18,16,16,3,14
"4005",2,25,14,4,10
"4006",7,14,14,1,2
"4007",2,19,10,3,9
"4008",15,17,24,4,20
"4009",20,24,20,6,2
"4010",15,17,15,20,20
"4011",2,4,6,25,17
"4012",18,18,11,5,17
"4013",20,20,20,16,22
"4014",2,1,8,1,3
"4015",8,8,1,23,9
"4016",17,17,17,15,3
"4017",21,17,17,20,25
"4018",7,16,22,12,19
"4019",22,22,22,25,24
"4020",4,4,9,4,11
"4021",2,7,16,1,6
"4022",21,22,22,5,1
"4023",3,3,3,12,20
"4024",15,8,8,16,1
"4025",18,17,17,23,14
"4026",2,14,25,6,10
"4027",7,23,21,19,13
"4028",18,16,15,22,16
"4029",2,3,3,18,4
"4030",2,3,3,2,21
"4031",20,24,20,6,20
"4032",25,16,24,5,13
"4033",2,20,20,20,10
"4034",7,16,14,4,9
"4035",2,20,20,3,18
"4036",25,23,23,20,1
"4037",18,17,16,21,2
"4038",25,5,24,23,10
"4039",18,8,19,21,6
"4040",3,22,3,11,4
"4041",2,3,16,24,17
"4042",3,3,3,3,16
